,0,1,2,3,4,5,6
0,87.10193258522642,54.65248810432002,54.698376059042396,142.49291826214161,54.65248810439805,54.698376059042396,53.37495213653562
1,82.42471023448437,53.091091451654904,53.12998285053019,120.88501959409092,53.09109145173562,53.12998285053019,51.85541018658198
2,83.1345124208078,52.837273650501004,52.86017090029619,100.90555419710529,52.83727365045976,52.86017090029619,52.20516719851804
3,83.69565308775178,52.349640878793245,52.397210737570866,113.8459605050711,52.34964087869536,52.397210737570866,50.93511288288815
4,79.44426993204715,45.377991158370605,45.42127197149974,106.08628955622038,45.37799115827034,45.42127197149974,44.07494841186466
5,79.3140523836285,48.71512439621835,48.73475631907869,101.59172960677297,48.71512439617309,48.73475631907869,48.16514100675888
6,76.29147844858025,38.684185387050924,38.69938524031995,121.2623145325616,38.68418538700123,38.69938524031995,38.403583097233366
7,69.8483077616895,48.8132769058325,48.83928317011906,108.99828358828657,48.81327690581621,48.83928317011906,47.92901759456136
8,69.78226831304606,40.372283649804196,40.448279618556526,105.0207565879308,40.372283649744176,40.448279618556526,37.88916478522033
9,87.87404616987902,47.205589322540845,47.20243739098624,112.02357493104438,47.20558932257308,47.20243739098624,47.41628049456423
10,61.120750329594394,38.899923613933055,38.91432959508997,94.24194368413397,38.899923613988264,38.91432959508997,38.47951999832289
11,57.39904047961092,37.74662407239582,37.819498394390735,85.03715409542701,37.7466240723748,37.819498394390735,35.52312053930023
12,87.12492618833285,42.66123094292088,42.688103105594024,129.6562956449558,42.6612309428252,42.688103105594024,42.16726734082055
13,82.3512292367258,46.46671253764445,46.48531179229174,110.62039125862124,46.4667125376385,46.48531179229174,45.939646832857925
14,67.64789445025964,44.05006865382967,44.07404875650217,101.12565047691943,44.05006865385006,44.07404875650217,43.39234737245797
15,86.24446931383417,56.775822895467556,56.83756449492411,121.89287391735404,56.775822895375,56.83756449492411,54.73148973227559
16,77.39233804352324,56.48494616163573,56.543606313222554,108.95720007034029,56.48494616167158,56.543606313222554,54.67084515178394
17,65.76749372017325,46.18604917312655,46.265592314634375,94.38919099112516,46.18604917311625,46.265592314634375,43.58733078462248
18,75.12697161076238,44.68179058111061,44.75401657721292,105.41548327342575,44.68179058117791,44.75401657721292,42.75787370300975
19,83.88099463005365,61.0490631615716,61.04989047037715,127.66068724108386,61.04906316161602,61.04989047037715,61.056186494275124
